ATC;Kód;GP;Názov;Doplnok;Konečná c.;ŠDL;JD
C09DA01;51955;;Losartan/Hydrochlorothiazid STADA 50 mg/12,5 mg;tbl flm 30x50 mg/12,5 mg (blis.PVC/PVDC/Al);3,23;1;DF
C09DA01;51958;;Losartan/Hydrochlorothiazid STADA 50 mg/12,5 mg;tbl flm 90x50 mg/12,5 mg (blis.PVC/PVDC/Al);10,54;1;DF
S01BA14;94442;;Lotemax;int opu 1x5 ml/25 mg (fľ.LDPE);9,1;1;ml
D01AC20;56940;;Lotriderm;crm der 1x15 g (tuba Al);3,72;1;DF
N06AX21;4377B;X;Loxentia 20 mg tvrdé gastrorezistentné kapsuly;cps end 56x20 mg (blis.OPA/Al/[HDPE/PE+DES z CaO/HDPE]/Al/PE);31,63;80;mg
N06AX21;4386B;X;Loxentia 40 mg tvrdé gastrorezistentné kapsuly;cps end 56x40 mg (blis.OPA/Al/[HDPE/PE+DES z CaO/HDPE]/Al/PE);31,36;80;mg
C09DA01;41863;;Lozap H;tbl flm 30 (blis. PVC/PVDC/Al);4,31;1;DF
C09DA01;41864;;Lozap H;tbl flm 90 (blis. PVC/PVDC/Al);12,08;1;DF
H03AA01;15394;X;L-Thyroxin 100 Berlin-Chemie;tbl 100x100 µg (blis.Al/Al);3,25;0,15;mg
H03AA01;46957;X;L-Thyroxin 125 Berlin-Chemie;tbl 100;4,31;0,15;mg
H03AA01;46960;X;L-Thyroxin 150 Berlin-Chemie;tbl 100;4,82;0,15;mg
H03AA01;15426;X;L-Thyroxin 50 Berlin-Chemie;tbl 100x50 µg (blis.Al/Al);2,39;0,15;mg
H03AA01;46963;X;L-Thyroxin 75 Berlin-Chemie;tbl 100;3,3;0,15;mg
S01LA04;9706A;;Lucentis 10 mg/ml injekčný roztok v naplnenej injekčnej striekačke;sol inj 1x0,165 ml ml/1,65 mg (striek.inj.napl.skl.);635,06;1;DF
L03AX;84101;;Luivac;tbl 28;14,68;1;DF
S01EE03;47592;;LUMIGAN 0,3 mg/ml očná roztoková instilácia;int opo 1x3 ml/0,9 mg  (fľ.LDPE);10,53;0,1;ml
N03AA02;84449;;LUMINAL;sol inj 5x1 ml/200 mg (amp.skl.);4,91;0,1;g
N02AB03;71895;;Lunaldin 100 mikrogramov sublingválne tablety;tbl slg 30x100 µg (blis.OPA/Al/PVC/papier/PE/Al);124,8;1;DF
N02AB03;71897;;Lunaldin 200 mikrogramov sublingválne tablety;tbl slg 30x200 µg (blis.OPA/Al/PVC/papier/PE/Al);124,8;1;DF
N02AB03;71901;;Lunaldin 400 mikrogramov sublingválne tablety;tbl slg 30x400 µg (blis.OPA/Al/PVC/papier/PE/Al);138,97;1;DF
N02AB03;71905;;Lunaldin 800 mikrogramov sublingválne tablety;tbl slg 30x800 µg (blis.OPA/Al/PVC/papier/PE/Al);138,97;1;DF
C08CA08;83082;X;Lusopress;tbl 28x20 mg (blis.PAD/Al/PVC/Al);5,24;20;mg
C08CA08;3658A;X;Lusopress;tbl 98x20 mg (blis.PAD/Al/PVC/Al);11,6;20;mg
G03GA07;31825;;Luveris 75 IU prášok a rozpúšťadlo na injekčný roztok;plv iol 1x75 IU (1x liek.inj.skl.-prášok+1x amp.skl.-solv.);30,66;75;UT
S01EA05;51889;;LUXFEN 2 mg/ml;int opo 1x5 ml/10 mg (fľ.LDPE);5,19;0,2;ml
L01XX46;8296C;X;Lynparza 150 mg filmom obalené tablety;tbl flm 56x150 mg (blis.Al/Al);2596,18;600;mg
N03AX16;40932;X;Lyrica 150 mg tvrdé kapsuly;cps dur 56x150 mg (blis.PVC/Alu);15,58;0,3;g
N03AX16;40938;X;Lyrica 300 mg tvrdé kapsuly;cps dur 56x300 mg (blis.PVC/Alu);27,25;0,3;g
N03AX16;40926;X;Lyrica 75 mg tvrdé kapsuly;cps dur 56x75 mg (blis.PVC/Alu);11,3;0,3;g
L01XX23;40828;X;Lysodren 500 mg tablety;tbl 100x500 mg (fľ.HDPE);586,78;3;g
A10AB04;3883D;;Lyumjev 100 jednotiek/ml injekčný roztok v injekčnej liekovke;sol inj 1x10 ml/1000 U (liek.skl.inj.);19,42;40;UT
A10AB04;3891D;;Lyumjev 100 jednotiek/ml KwikPen injekčný roztok v naplnenom pere;sol inj 10 (2x5)x3 ml/300 U (náplň skl. v napl.pere KwikPen) (multibal.);72,86;40;IU
N06AX14;9866;X;Lyxit 12,5 mg;tbl flm 90x12,5 mg (blis. PVC/PVDC/Al);10,01;37,5;mg
N02AX02;67559;;MABRON;sol inj 10x2 ml/100 mg (amp.skl.hnedá);4,76;0,3;g
N02AX02;67558;;MABRON;sol inj 5x2 ml/100 mg (amp.skl.hnedá);2,23;0,3;g
N02AX02;67569;X;MABRON 50 mg;cps dur 20x50 mg (blis.Al/PVC);2,26;0,3;g
N02AX02;67570;X;MABRON 50 mg;cps dur 30x50 mg (blis.Al/PVC);3,48;0,3;g
N02AX02;93330;X;MABRON RETARD 100;tbl plg 30x100 mg (blis.Al/PVC);3,93;0,3;g
N02AX02;93335;X;MABRON RETARD 150;tbl plg 30x150 mg (blis.Al/PVC);7,05;0,3;g
N02AX02;93336;X;Mabron Retard 200;tbl plg 30x200 mg (blis.Al/PVC);9,31;0,3;g
L01FA01;9687A;;MabThera 1 400 mg roztok na subkutánnu injekciu;sol inj 1x11,7 ml/1400 mg (liek.inj.skl.);1589,31;1;DF
L01FA01;59839;;MabThera 100 mg infúzny koncentrát;con inf 2x100 mg (liek.inj.skl.);337,27;86;mg
L01FA01;46130;;MabThera 500 mg infúzny koncentrát;con inf 1x500 mg (liek.inj.skl.);833,54;86;mg
G01AX05;70498;X;MACMIROR;tbl obd 20x200 mg (blis.Al/PVC);9,23;0,6;g
G01AA51;41145;;MACMIROR COMPLEX;ung vag 1x30 g (tuba Al);8,62;5;g
G01AA51;41146;;MACMIROR COMPLEX 500;glo vag 12 (blis.Al/PVC/PVDC);9,17;1;DF
A12CC02;498;;MAGNESIUM SULFURICUM BBP 100 mg/ml injekčný roztok;sol inj 5x10 ml (amp.skl.);4,47;1;g
A12CC02;499;;MAGNESIUM SULFURICUM BBP 200 mg/ml injekčný roztok;sol inj 5x10 ml (amp.skl.);4,64;1;g
A12CC30;66555;X;Magnosolv;gra eff 30x6,1 g (vre.papier/Al/PE);5,56;1;DF
N06AB03;54423;X;MAGRILAN 20 mg;cps 30x20 mg (blis.PVC/Al);2,91;20;mg
P01BB51;97767;;Malarone;tbl flm 12x250 mg/100 mg (blis.PVC/Al/papier-bezpeč.bal.);17,9;4;DF
B03AB05;25764;;Maltofer;gto por 1x30 ml (fľ.skl.hnedá);4,82;0,1;g
B03AB05;25771;;Maltofer;sir 1x150 ml (fľ.skl.hnedá);5,36;0,1;g
B03AB05;25769;;Maltofer;tbl mnd 30x100 mg (blis.Al/Al);5,96;0,1;g
B03AD;25766;;Maltofer Fol;tbl mnd 30 (blis.Al/Al);5,48;0,1;g
N06DX01;2834B;X;MANTOMED 10 mg;tbl flm 56x10 mg (blis.PVC/PE/PVDC/Al);14,21;20;mg
N06DX01;2849B;X;MANTOMED 20 mg;tbl flm 28x20 mg (blis.PVC/PE/PVDC/Al);12,53;20;mg
N01BB01;25043;;Marcaine 0,5 %;sol inj 5x20 ml (liek.inj.skl.);12,08;1;ml
N06DX01;5289A;X;Marixino 10 mg filmom obalené tablety;tbl flm 28x10 mg (blis.PVC/PVDC/Al);7,11;20;mg
N06DX01;5296A;X;Marixino 10 mg filmom obalené tablety;tbl flm 84x10 mg (blis.PVC/PVDC/Al);23,69;20;mg
N06DX01;5302A;X;Marixino 20 mg filmom obalené tablety;tbl flm 28x20 mg (blis.PVC/PVDC/Al);12,53;20;mg
N06DX01;5309A;X;Marixino 20 mg filmom obalené tablety;tbl flm 84x20 mg (blis.PVC/PVDC/Al);37,63;20;mg
L04AA40;5102C;X;MAVENCLAD 10 mg tablety;tbl 1x10 mg (blis.Al/Al);1756,08;1;DF
L04AA40;5103C;X;MAVENCLAD 10 mg tablety;tbl 4x10 mg (blis.Al/Al);6993,21;1;DF
L04AA40;5105C;X;MAVENCLAD 10 mg tablety;tbl 6x10 mg (blis.Al/Al);11526,37;1;DF
J05AP57;4819C;;Maviret 100 mg/40 mg filmom obalené tablety;tbl flm 84 (4x21)x100 mg/40 mg (blis.PVC/PE/PCTFE/Al);12684,23;3;DF
N02CC04;13175;X;Maxalt RPD 10 mg;lyo por 6x10 mg (blis.PVC/PVDC/Al);11,38;10;mg
A10BD07;9065D;;Maymetsi 50 mg/1000 mg filmom obalené tablety;tbl flm 196x50 mg/1000 mg (blis.PVC/PE/PVDC/PE/PVC/Al);54,16;2;DF
A10BD07;9062D;;Maymetsi 50 mg/1000 mg filmom obalené tablety;tbl flm 56x50 mg/1000 mg (blis.PVC/PE/PVDC/PE/PVC/Al);15,46;2;DF
A10BD07;9052D;;Maymetsi 50 mg/850 mg filmom obalené tablety;tbl flm 196x50 mg/850 mg (blis.PVC/PE/PVDC/PE/PVC/Al);67,13;2;DF
A10BD07;9050D;;Maymetsi 50 mg/850 mg filmom obalené tablety;tbl flm 56x50 mg/850 mg (blis.PVC/PE/PVDC/PE/PVC/Al);19,18;2;DF
A10BH01;3769D;X;Maysiglu 100 mg filmom obalené tablety;tbl flm 28x100 mg (blis.OPA/Al/PVC/Al);15,4;100;mg
A10BH01;3774D;X;Maysiglu 100 mg filmom obalené tablety;tbl flm 98x100 mg (blis.OPA/Al/PVC/Al);53,89;100;mg
A10BH01;3762D;X;Maysiglu 50 mg filmom obalené tablety;tbl flm 28x50 mg (blis.OPA/Al/PVC/Al);12,91;100;mg
L04AA42;3590D;;Mayzent 0,25 mg filmom obalené tablety;tbl flm 12x0,25 mg (PA/Al/PVC/Al-titr.bal.);127,07;2;mg
L04AA42;3592D;;Mayzent 2 mg filmom obalené tablety;tbl flm 28x2 mg (PA/Al/PVC/Al);1197,91;2;mg
L01XE01;4026A;X;Meaxin 100 mg filmom obalené tablety;tbl flm 60x100 mg (blis.PVC/PE/PVDC/Al);193,2;100;mg
L01XE01;4035A;X;Meaxin 400 mg filmom obalené tablety;tbl flm 30x400 mg (blis.PVC/PE/PVDC/Al);196,72;100;mg
J01MA02;67517;X;MEDOCIPRIN 250 mg;tbl flm 10x250 mg (blis.PVC/Al);1,62;1;g
J01MA02;67520;X;MEDOCIPRIN 500 mg;tbl flm 10x500 mg (blis.PVC/Al);2,78;1;g
J01CR02;39164;;MEDOCLAV 1 g;tbl flm 14x1 g (blis.Al/PVC);6,4;1;g
J01CR02;41144;;MEDOCLAV 156,25 mg;plv sus 1x100 ml (fľ.skl.jantárová);3,33;1;g
J01CR02;33520;;MEDOCLAV 375 mg;tbl flm 21x375 mg (blis.Al/PVC);4,47;1;g
J01CR02;3671C;;MEDOCLAV 400 mg/5 ml + 57 mg/5 ml prášok na perorálnu suspenziu;plu por 1x70 ml (fľ.skl.hnedá+dáv.striek.);4,2;1;g
J01CR02;33522;;MEDOCLAV 625 mg;tbl flm 21x625 mg (blis.Al/PVC);6,41;1;g
J01CR02;41152;;MEDOCLAV FORTE 312,5 mg;plv sus 1x100 ml (fľ.skl.jantárová);5,9;1;g
G02CB01;67512;X;MEDOCRIPTINE;tbl 30x2,5 mg (blis.PVC/Al);6,38;5;mg
J01MA01;34921;X;MEDOFLOXINE 200 mg;tbl flm 10x200 mg (blis.PVC/Al);3,23;0,4;g
J01MA01;34922;X;MEDOFLOXINE 200 mg;tbl flm 20x200 mg (blis.PVC/Al);6,31;0,4;g
J02AC01;67031;X;MEDOFLUCON 150 mg;cps dur 10x150 mg (blis.PVC/Al);14,61;1;DF
J02AC01;96084;X;MEDOFLUCON 150 mg;cps dur 1x150 mg (blis.PVC/Al);3,23;1;DF
J02AC01;33199;X;MEDOFLUCON 50 mg;cps dur 100x50 mg (blis.PVC/Al);58,39;0,2;g
J02AC01;67030;X;MEDOFLUCON 50 mg;cps dur 7x50 mg (blis.PVC/Al);5,15;0,2;g
N05AX08;39266;X;MEDORISPER 1 mg;tbl flm 50x1 mg (blis.PVC/PE/PVDC/Al);4,2;5;mg
N05AX08;39274;X;MEDORISPER 2 mg;tbl flm 50x2 mg (blis.PVC/PE/PVDC/Al);5,84;5;mg
C03DA01;8859A;X;MEDOSPIR 25 mg;tbl 100x25 mg (blis.PVC/Al);7;75;mg
N03AX09;46245;X;MEDOTRIGIN 100 mg;tbl 100x100 mg;18,69;0,3;g
N03AX09;46243;X;MEDOTRIGIN 100 mg;tbl 30x100 mg;6,26;0,3;g
N03AX09;46235;X;MEDOTRIGIN 25 mg;tbl 30x25 mg;1,6;0,3;g
N03AX09;46239;X;MEDOTRIGIN 50 mg;tbl 30x50 mg (blis.PVC/Al);3,62;0,3;g
H02AB04;93617;X;MEDROL 16 mg;tbl 50x16 mg (blis.PVC/Al);8,03;7,5;mg
H02AB04;86604;X;MEDROL 4 mg;tbl 100x4 mg (blis.PVC/Al);5,34;7,5;mg
J01CR02;94425;;MEGAMOX 625 forte;tbl flm 21x625 mg (fľ.HDPE);7,8;1;g
J01CR02;34702;;MEGAMOX BID 1 g;tbl flm 14x1 g (fľ.HDPE);8,06;1;g
J01CR02;43115;;MEGAMOX DUO;plu por 1x35 ml (fľ.PE);3,1;1;g
J01CR02;43116;;MEGAMOX DUO;plu por 1x70 ml (fľ.PE);5,71;1;g
L02AB01;34950;X;MEGESIN 160 mg;tbl 100x160 mg;71,69;0,16;g
L01EE01;0781B;;Mekinist 2 mg filmom obalené tablety;tbl flm 30x2 mg (fľ.HDPE);3977,14;2;mg
L01XE41;9523C;;Mektovi 15 mg filmom obalené tablety;tbl flm 84x15 mg (blis.PVC/PVDC/Al);2008,01;90;mg
A10BH02;5126D;X;Melkart 50 mg tablety;tbl 60x50 mg (blis.Al/OPA/AL/PVC);15,24;100;mg
A10BD08;5360D;;Melkart Duo 50 mg/1000 mg filmom obalené tablety;tbl flm 60x50 mg/1000 mg (blis.Al/OPA/Al/PVC);16,47;2;DF
A10BD08;5352D;;Melkart Duo 50 mg/850 mg filmom obalené tablety;tbl flm 60x50 mg/850 mg (blis.Al/OPA/Al/PVC);18,51;2;DF
M01AC06;40317;X;Meloxan 15 mg;tbl 20x15 mg (blis.PVC/PVDC/Al);2,67;15;mg
M01AC06;96030;X;Meloxan 15 mg;tbl 60x15 mg (blis.PVC/PVDC/Al);7,15;15;mg
M01AC06;95052;X;Meloxicam Mylan 15 mg;tbl 100x15 mg (blis.PVC/PVDC/Al);10,47;15;mg
M01AC06;95046;X;Meloxicam Mylan 15 mg;tbl 20x15 mg (blis.PVC/PVDC/Al);2,67;15;mg
M01AC06;95051;X;Meloxicam Mylan 15 mg;tbl 60x15 mg (blis.PVC/PVDC/Al);7,15;15;mg
M01AC06;89417;X;Meloxikam Xantis 15 mg;tbl 20x15 mg (blis.OPA/Al/PVC/Al);2,2;15;mg
M01AC06;3599B;X;Meloxikam Xantis 15 mg;tbl 30x15 mg (blis.OPA/Al/PVC/Al);3,67;15;mg
M01AC06;3600B;X;Meloxikam Xantis 15 mg;tbl 60x15 mg (blis.OPA/Al/PVC/Al);7,15;15;mg
A10BB12;35061;X;Melyd 2 mg tablety;tbl 120x2 mg (blis.PVC/Al);8,28;2;mg
A10BB12;35059;X;Melyd 2 mg tablety;tbl 60x2 mg (blis.PVC/Al);4,14;2;mg
A10BB12;35068;X;Melyd 3 mg tablety;tbl 120x3 mg (blis.PVC/Al);12,05;2;mg
A10BB12;35064;X;Melyd 3 mg tablety;tbl 30x3 mg (blis.PVC/Al);3,22;2;mg
A10BB12;35066;X;Melyd 3 mg tablety;tbl 60x3 mg (blis.PVC/Al);6,43;2;mg
A10BB12;35075;X;Melyd 4 mg tablety;tbl 120x4 mg (blis.PVC/Al);12;2;mg
A10BB12;35071;X;Melyd 4 mg tablety;tbl 30x4 mg (blis.PVC/Al);3,78;2;mg
A10BB12;35073;X;Melyd 4 mg tablety;tbl 60x4 mg (blis.PVC/Al);7,56;2;mg
N06DX01;7546A;X;Memabix 10 mg;tbl oro 56x10 mg (blis.papier/PET/Al/PVC/Al/oPA);15,78;20;mg
N06DX01;7554A;X;Memabix 20 mg;tbl oro 28x20 mg (blis.papier/PET/Al/PVC/Al/oPA);15,78;20;mg
N06DX01;4667A;X;MEMAMED 10 mg;tbl flm 56x10 mg (blis.PVDC/Al);15,78;20;mg
N06DX01;4679A;X;MEMAMED 20 mg;tbl flm 28x20 mg (blis.PVDC/Al);15,78;20;mg
N06DX01;5222A;X;Memantin Mylan 10 mg filmom obalené tablety;tbl flm 56x10 mg (blis.PVC/PVDC/Al);14,21;20;mg
N06DX01;7580A;X;Memantin Mylan 10 mg/ml perorálny roztok;sol por 1x50 ml (fľ.skl.hnedá s pumpou);43;20;mg
N06DX01;5235A;X;Memantin Mylan 20 mg filmom obalené tablety;tbl flm 28x20 mg (blis.PVC/PVDC/Al);12,53;20;mg
N06DX01;7668A;X;Memantin Stada 10 mg filmom obalené tablety;tbl flm 56x10 mg (blis.PVC/PE/PVDC/Al);14,2;20;mg
N06DX01;7677A;X;Memantin Stada 20 mg filmom obalené tablety;tbl flm 28x20 mg (blis.PVC/PE/PVDC/Al);12,53;20;mg
N06DX01;8426A;X;Memantine Accord 10 mg filmom obalené tablety;tbl flm 56x10 mg (blis.PVC/PE/PVDC/Al);14,21;20;mg
N06DX01;8430A;X;Memantine Accord 20 mg filmom obalené tablety;tbl flm 28x20 mg (blis.PVC/PE/PVDC/Al);12,53;20;mg
N06DX01;8171A;X;Memantine Vipharm 10 mg;tbl flm 56x10 mg (blis.PVC/Al);14,21;20;mg
N06DX01;8182A;X;Memantine Vipharm 20 mg;tbl flm 28x20 mg (blis.PVC/Al);12,53;20;mg
N06DX01;8186A;X;Memantine Vipharm 20 mg;tbl flm 56x20 mg (blis.PVC/Al);25,08;20;mg
N06DX01;8189A;X;Memantine Vipharm 20 mg;tbl flm 98x20 mg (blis.PVC/Al);43,9;20;mg
N06DX01;6790A;X;Memigmin 10 mg;tbl flm 56x10 mg (blis.PVC/PE/PVDC/Al);14,21;20;mg
N06DX01;7853A;X;Memolan 10 mg filmom obalené tablety;tbl flm 30x10 mg (blis.PVC/PE/PVDC/Al);7,62;20;mg
N06DX01;7866A;X;Memolan 20 mg filmom obalené tablety;tbl flm 30x20 mg (blis.PVC/PE/PVDC/Al);13,42;20;mg
N07CA01;2680;X;MeniSerc 16;tbl 60x16 mg (blis.PVC/PVDC/Al);9,31;24;mg
N07CA01;41784;X;MeniSerc 24;tbl 50x24 mg (blis.PVC/PVDC/Al);8,56;24;mg
G03GA02;85209;;Menopur 600 IU;plv iol 1x600 IU+1x1 ml solv.(liek.inj.skl.+striek.inj.napl.+prísl.);152,14;30;UT
G03GA02;10672;;MENOPUR 75 IU;plv iol 10x75 IU+10x1 ml solv. (liek.inj.skl.+amp.skl.);172,65;30;UT
G03GA02;5052B;;Meriofert Kit 150 IU;plv iol 10x150 IU+10x1 ml solv.(liek.inj.skl.+striek.inj.napl.+ihly);358;30;UT
G03GA02;5050B;;Meriofert Kit 150 IU;plv iol 1x150 IU+1x1 ml solv.(liek.inj.skl.+striek.inj.napl.+ihly);39,1;30;UT
G03GA02;5049B;;Meriofert Kit 75 IU;plv iol 10x75 IU+10x1 ml solv. (liek.inj.skl+striek.inj.napl.+ihly);168,92;30;UT
G03GA02;5047B;;Meriofert Kit 75 IU;plv iol 1x75 IU+1x1 ml solv. (liek.inj.skl+striek.inj.napl.+ihly);20,04;30;UT
N01BB;502;;MESOCAIN 1 %;sol inj 10x10 ml (amp. skl.);12,7;1;ml
N07AA02;91983;X;MESTINON 60 mg;tbl obd 150x60 mg (liek. sklenená hnedá);23,73;180;mg
M01CC01;66755;X;METALCAPTASE 150;tbl ent 50x150 mg (blis.PVC/PVDC/Al);23,55;0,5;g
N02BB02;2810C;X;Metamilan 500 mg tablety;tbl 20x500 mg (blis.PVC/Al);1,83;3;g
N02BB02;6588B;X;METAMISTAD tablety;tbl 20x500 mg (blis.PVC/Al);1,83;3;g
N02BB02;6590B;X;METAMISTAD tablety;tbl 50x500 mg (blis.PVC/Al);4,53;3;g
N02BB02;7520A;X;Metamizol Stada 500 mg/ml perorálne roztokové kvapky;gto por 1x50 ml (fľ.skl.jantár.s kvap.aplikátorom);6,38;3;g
N02BB02;0639D;X;Metamizol Teva 500 mg tablety;tbl 20x500 mg (blis.PVC/Al/papier);1,63;3;g
N02BB02;0640D;X;Metamizol Teva 500 mg tablety;tbl 50x500 mg (blis.PVC/Al/papier);4,03;3;g
N02BB02;4351C;;Metamizole Kalceks 500 mg/ml injekčný roztok;sol inj 10x1000 mg/2 ml (amp.skl.hnedá);3,14;3;g
N02BB02;4354C;;Metamizole Kalceks 500 mg/ml injekčný roztok;sol inj 10x2500 mg/5 ml (amp.skl.hnedá);3,28;3;g
A10BA02;47009;X;Metfogamma 1000;tbl flm 120x1000 mg;5,36;2;g
A10BA02;33922;X;Metfogamma 500;tbl obd 120x500 mg (blis.PVC/Al);4,16;2;g
A10BA02;33921;X;Metfogamma 500;tbl obd 30x500 mg (blis.PVC/Al);1,47;2;g
A10BA02;32784;X;Metfogamma 850;tbl obd 120x850 mg (blis.PVC/Al);4,04;2;g
A10BA02;32783;X;Metfogamma 850;tbl obd 30x850 mg (blis.PVC/Al);1,41;2;g
A10BA02;85957;X;Metformin Mylan 1000 mg filmom obalené tablety;tbl flm 120x1000 mg (blis.PVC/Al);4,77;2;g
A10BA02;85937;X;Metformin Mylan 850 mg filmom obalené tablety;tbl flm 120x850 mg (blis.PVC/Al);3,93;2;g
A10BA02;0740B;X;Metformin Mylan XR 1000 mg;tbl plg 60x1000 mg (blis.Al/PVC);8,63;2;DF
A10BA02;0712B;X;Metformin Mylan XR 500 mg;tbl plg 60x500 mg (blis.Al/PVC);5,63;2;DF
A10BA02;0726B;X;Metformin Mylan XR 750 mg;tbl plg 60x750 mg (blis.Al/PVC);8,21;2;DF
A10BA02;0333D;X;Metformin Teva B.V. 1000 mg;tbl plg 60x1000 mg (blis.Al/PVC);8,63;2;DF
A10BA02;0329D;X;Metformin Teva B.V. 500 mg;tbl plg 60x500 mg (blis.Al/PVC);5,63;2;DF
A10BA02;0331D;X;Metformin Teva B.V. 750 mg;tbl plg 60x750 mg (blis.Al/PVC);8,21;2;DF
A10BA02;1961A;X;Metformin Vitabalans 500 mg filmom obalené tablety;tbl flm 100x500 mg (obal HDPE);4,16;2;g
A10BA02;1959A;X;Metformin Vitabalans 500 mg filmom obalené tablety;tbl flm 30x500 mg (obal HDPE);1,62;2;g
A10BA02;1960A;X;Metformin Vitabalans 500 mg filmom obalené tablety;tbl flm 60x500 mg (obal HDPE);2,73;2;g
L01BA01;5567A;;Methotrexat Ebewe 20 mg/ ml;sol inj 1x0,5 ml/10 mg (striek.skl.napl.);10,25;15;mg
L01BA01;5573A;;Methotrexat Ebewe 20 mg/ ml;sol inj 1x0,75 ml/15 mg (striek.skl.napl.);14,5;15;mg
L01BA01;82673;;Methotrexat Ebewe 20 mg/ ml;sol inj 1x1 ml/20 mg (striek.skl.napl.);16,65;15;mg
L01BA01;69166;;METHOTREXAT EBEWE 5000 mg;sol inj 1x50 ml/5000 mg (liek.inj.skl.);82,07;10;mg
L04AX03;3274D;X;Methotrexate-Teva 2,5 mg, tablety;tbl 100x2,5 mg (blis.PVC/Al);6,49;1;mg
L01BA01;60540;;Metoject 50 mg/ml injekčný roztok;sol inj 1x0,15 ml/7,5 mg (striek.napl.skl. so vsad.ihl.);9,96;15;mg
L01BA01;60554;;Metoject 50 mg/ml injekčný roztok;sol inj 1x0,20 ml/10 mg (striek.napl.skl. so vsad.ihl.);11,76;15;mg
L01BA01;8962;;Metoject 50 mg/ml injekčný roztok;sol inj 1x0,25 ml/12,5 mg (striek.napl.skl. so vsad.ihl.);14,61;15;mg
L01BA01;60759;;Metoject 50 mg/ml injekčný roztok;sol inj 1x0,30 ml/15 mg (striek.napl.skl. so vsad.ihl.);16,75;15;mg
L01BA01;8884A;;Metoject PEN 10 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,2 ml/10 mg (pero napl.);17,19;15;mg
L01BA01;8888A;;Metoject PEN 10 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,2 ml/10 mg (pero napl.);69,68;15;mg
L01BA01;8895A;;Metoject PEN 12,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,25 ml/12,5 mg (pero napl.);18,72;15;mg
L01BA01;8899A;;Metoject PEN 12,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,25 ml/12,5 mg (pero napl.);87,1;15;mg
L01BA01;8906A;;Metoject PEN 15 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,30 ml/15 mg (pero napl.);19,99;15;mg
L01BA01;8910A;;Metoject PEN 15 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,30 ml/15 mg (pero napl.);104,52;15;mg
L01BA01;8917A;;Metoject PEN 17,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,35 ml/17,5 mg (pero napl.);20,95;15;mg
L01BA01;8921A;;Metoject PEN 17,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,35 ml/17,5 mg (pero napl.);121,94;15;mg
L01BA01;8928A;;Metoject PEN 20 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,40 ml/20 mg (pero napl.);22,68;15;mg
L01BA01;8932A;;Metoject PEN 20 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,40 ml/20 mg (pero napl.);139,36;15;mg
L01BA01;8943A;;Metoject PEN 22,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,45 ml/22,5 mg (pero napl.);144,84;15;mg
L01BA01;8950A;;Metoject PEN 25 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,5 ml/25 mg (pero napl.);24,78;15;mg
L01BA01;8954A;;Metoject PEN 25 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,5 ml/25 mg (pero napl.);149,65;15;mg
L01BA01;8873A;;Metoject PEN 7,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 1x0,15 ml/7,5 mg (pero napl.);15,9;15;mg
L01BA01;8877A;;Metoject PEN 7,5 mg injekčný roztok naplnený v injekčnom pere;sol ira 6x0,15 ml/7,5 mg (pero napl.);52,26;15;mg
V04CD01;0955D;;METOPIRONE;cps mol 50x250 mg (fľ.HDPE);266,44;1896;mg
C07AB02;7289D;X;Metoprolol Medreg 100 mg;tbl flm 50x100 mg (blis.PVC/Al);3,59;0,15;g
C07AB02;7278D;X;Metoprolol Medreg 50 mg;tbl flm 50x50 mg (blis.PVC/Al);1,79;0,15;g
C07AB02;69840;X;Metoprolol ratiopharm 100 mg;tbl plg 30x100 mg (blis.Al/Al);3,17;0,15;g
C07AB02;69814;X;Metoprolol ratiopharm 25 mg;tbl plg 30x25 mg (blis.Al/Al);2,05;0,15;g
C07AB02;69827;X;Metoprolol ratiopharm 50 mg;tbl plg 30x50 mg (blis.Al/Al);1,67;0,15;g
A10BD07;6658D;;Metsigletic 50 mg/1000 mg filmom obalené tablety;tbl flm 56x50 mg/1000 mg (blis.Al/PVC/PVDC);15,46;2;DF
A10BD07;6645D;;Metsigletic 50 mg/850 mg filmom obalené tablety;tbl flm 56x50 mg/850 mg (blis.Al/PVC/PVDC);19,18;2;DF
N06BA04;4883D;;Metylfenidát Neuraxpharm 18 mg tablety s predĺženým uvoľňovaním;tbl plg 30x18 mg (fľ.HDPE);8,82;30;mg
N06BA04;4885D;;Metylfenidát Neuraxpharm 36 mg tablety s predĺženým uvoľňovaním;tbl plg 30x36 mg (fľ.HDPE);16,42;30;mg
